account_id,amount,iso_currency_code,unofficial_currency_code,category,category_id,date,name,merchant_name,payment_channel,pending,transaction_id,transaction_type,location.address,location.city,location.region,location.postal_code,location.country,location.lat,location.lon,location.store_number
account_4,196.14,USD,,"['Technology', 'Electronics']",17425705,11/16/23,Best Buy,Best Buy,in store,TRUE,transaction_14,place,123 Example St,San Francisco,IL,93166,US,,,4579
account_5,1322.81,USD,,"['Clothing', 'Apparel']",14490152,11/9/23,Adidas,Adidas,in store,FALSE,transaction_15,place,123 Example St,San Francisco,CA,63139,US,,,2695
account_6,340,USD,,"['Entertainment', 'Movies']",17590409,1/22/24,AMC Theaters,AMC Theaters,in store,TRUE,transaction_16,place,123 Example St,New York,NY,57996,US,,,497
account_7,1125.18,USD,,"['Entertainment', 'Movies']",14108331,8/20/23,AMC Theaters,AMC Theaters,in store,FALSE,transaction_17,place,123 Example St,Los Angeles,TX,96483,US,,,4979
account_8,665.47,USD,,"['Transportation', 'Ride Share']",18962284,3/28/23,Uber,Uber,in store,FALSE,transaction_18,place,123 Example St,San Francisco,IL,83728,US,,,4079
account_9,1591.42,USD,,"['Food and Drink', 'Restaurants']",17469603,9/14/23,Subway,Subway,in store,TRUE,transaction_19,place,123 Example St,New York,TX,49411,US,,,3404
account_0,1964.89,USD,,"['Travel', 'Airlines']",18729788,6/30/23,JetBlue,JetBlue,in store,FALSE,transaction_20,place,123 Example St,New York,NY,35420,US,,,4603
account_1,146.35,USD,,"['Transportation', 'Ride Share']",13630837,1/19/24,Lyft,Lyft,in store,FALSE,transaction_21,place,123 Example St,Los Angeles,NY,19226,US,,,1042
account_2,58.43,USD,,"['Entertainment', 'Movies']",13864792,7/19/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_22,place,123 Example St,New York,TX,55347,US,,,2580
account_3,941.15,USD,,"['Transportation', 'Ride Share']",15179192,9/3/23,Uber,Uber,in store,FALSE,transaction_23,place,123 Example St,Chicago,NY,20639,US,,,3838
account_4,575.72,USD,,"['Food and Drink', 'Restaurants']",13637350,7/1/23,Chipotle,Chipotle,in store,FALSE,transaction_24,place,123 Example St,Los Angeles,CA,69879,US,,,3071
account_5,685.43,USD,,"['Travel', 'Airlines']",13154796,5/7/23,Delta Airlines,Delta Airlines,in store,FALSE,transaction_25,place,123 Example St,Houston,CA,33706,US,,,1202
account_6,1126.82,USD,,"['Clothing', 'Apparel']",13644934,11/24/23,Levi's,Levi's,in store,FALSE,transaction_26,place,123 Example St,Los Angeles,CA,81621,US,,,3505
account_7,1294.64,USD,,"['Entertainment', 'Movies']",17812027,8/1/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_27,place,123 Example St,Los Angeles,NY,99010,US,,,4661
account_8,137.93,USD,,"['Travel', 'Airlines']",17510211,3/21/23,Delta Airlines,Delta Airlines,in store,FALSE,transaction_28,place,123 Example St,Los Angeles,IL,94311,US,,,2759
account_9,482.37,USD,,"['Transportation', 'Ride Share']",13794675,12/9/23,Uber,Uber,in store,TRUE,transaction_29,place,123 Example St,New York,IL,99320,US,,,4680
account_0,656.54,USD,,"['Technology', 'Electronics']",15106925,10/23/23,Microsoft Store,Microsoft Store,in store,TRUE,transaction_30,place,123 Example St,Chicago,IL,74559,US,,,2225
account_1,1634.59,USD,,"['Food and Drink', 'Restaurants']",14499149,12/2/23,McDonald's,McDonald's,in store,TRUE,transaction_31,place,123 Example St,Chicago,IL,51680,US,,,1459
account_2,741.4,USD,,"['Travel', 'Airlines']",15293775,4/6/23,United Airlines,United Airlines,in store,TRUE,transaction_32,place,123 Example St,New York,TX,83283,US,,,1043
account_3,104.91,USD,,"['Shops', 'Supermarkets and Groceries']",13536028,8/28/23,Target,Target,in store,TRUE,transaction_33,place,123 Example St,Houston,IL,42678,US,,,2165
account_4,1886.63,USD,,"['Shops', 'Supermarkets and Groceries']",17091273,2/12/23,Walmart,Walmart,in store,FALSE,transaction_34,place,123 Example St,San Francisco,CA,75409,US,,,4162
account_5,29.3,USD,,"['Clothing', 'Apparel']",18993938,5/13/23,Old Navy,Old Navy,in store,TRUE,transaction_35,place,123 Example St,Los Angeles,NY,27549,US,,,627
account_6,1862.54,USD,,"['Travel', 'Airlines']",16941779,6/3/23,Southwest Airlines,Southwest Airlines,in store,FALSE,transaction_36,place,123 Example St,San Francisco,CA,29091,US,,,1281
account_7,1375.52,USD,,"['Technology', 'Electronics']",15009309,5/28/23,Sony,Sony,in store,TRUE,transaction_37,place,123 Example St,Los Angeles,IL,83568,US,,,3181
account_8,1135.99,USD,,"['Transportation', 'Ride Share']",17975855,3/4/23,Uber,Uber,in store,FALSE,transaction_38,place,123 Example St,New York,CA,89381,US,,,3686
account_9,1098.55,USD,,"['Shops', 'Supermarkets and Groceries']",16604945,8/20/23,Whole Foods,Whole Foods,in store,FALSE,transaction_39,place,123 Example St,Houston,IL,93504,US,,,208
account_0,903.03,USD,,"['Entertainment', 'Movies']",17450662,2/26/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_40,place,123 Example St,Los Angeles,TX,78041,US,,,100
account_1,1119.3,USD,,"['Shops', 'Supermarkets and Groceries']",13877330,9/17/23,Kroger,Kroger,in store,TRUE,transaction_41,place,123 Example St,Houston,TX,11728,US,,,4577
account_2,359.29,USD,,"['Food and Drink', 'Restaurants']",18997544,8/16/23,Chipotle,Chipotle,in store,FALSE,transaction_42,place,123 Example St,Houston,CA,54872,US,,,2011
account_3,1563.12,USD,,"['Travel', 'Airlines']",13715379,12/6/23,JetBlue,JetBlue,in store,TRUE,transaction_43,place,123 Example St,Houston,IL,69119,US,,,2054
account_4,1088.68,USD,,"['Shops', 'Supermarkets and Groceries']",17161416,2/24/23,Walmart,Walmart,in store,TRUE,transaction_44,place,123 Example St,Houston,IL,82374,US,,,2002
account_5,696.54,USD,,"['Clothing', 'Apparel']",18572254,4/30/23,Adidas,Adidas,in store,FALSE,transaction_45,place,123 Example St,San Francisco,NY,43884,US,,,1142
account_6,1881.92,USD,,"['Food and Drink', 'Restaurants']",15300803,7/5/23,Dunkin',Dunkin',in store,TRUE,transaction_46,place,123 Example St,New York,TX,31714,US,,,2730
account_7,285.76,USD,,"['Shops', 'Supermarkets and Groceries']",13185657,5/23/23,Kroger,Kroger,in store,FALSE,transaction_47,place,123 Example St,San Francisco,TX,23825,US,,,2218
account_8,371.88,USD,,"['Technology', 'Electronics']",13250556,2/1/24,Apple Store,Apple Store,in store,TRUE,transaction_48,place,123 Example St,San Francisco,IL,33173,US,,,1044
account_9,1245.02,USD,,"['Travel', 'Airlines']",18393324,8/5/23,Southwest Airlines,Southwest Airlines,in store,FALSE,transaction_49,place,123 Example St,Houston,TX,28663,US,,,2613
account_0,485.84,USD,,"['Food and Drink', 'Restaurants']",15307749,1/30/24,Starbucks,Starbucks,in store,TRUE,transaction_50,place,123 Example St,Houston,NY,12457,US,,,1059
account_1,158.33,USD,,"['Clothing', 'Apparel']",17742161,12/4/23,Levi's,Levi's,in store,FALSE,transaction_51,place,123 Example St,San Francisco,IL,65004,US,,,4621
account_2,1184.74,USD,,"['Travel', 'Airlines']",15415753,5/19/23,United Airlines,United Airlines,in store,TRUE,transaction_52,place,123 Example St,San Francisco,CA,88585,US,,,3007
account_3,928.6,USD,,"['Shops', 'Supermarkets and Groceries']",14989209,9/29/23,Costco,Costco,in store,TRUE,transaction_53,place,123 Example St,New York,TX,81743,US,,,2184
account_4,1004.42,USD,,"['Entertainment', 'Movies']",17690140,2/1/24,Cinemark,Cinemark,in store,TRUE,transaction_54,place,123 Example St,Houston,TX,14269,US,,,3596
account_5,285.32,USD,,"['Clothing', 'Apparel']",18067784,12/10/23,Adidas,Adidas,in store,TRUE,transaction_55,place,123 Example St,New York,CA,20913,US,,,816
account_6,1950.72,USD,,"['Entertainment', 'Movies']",15652004,9/17/23,Cinemark,Cinemark,in store,TRUE,transaction_56,place,123 Example St,New York,CA,22806,US,,,1774
account_7,1805.19,USD,,"['Technology', 'Electronics']",17652146,4/10/23,Microsoft Store,Microsoft Store,in store,TRUE,transaction_57,place,123 Example St,New York,NY,14399,US,,,929
account_8,1477.15,USD,,"['Entertainment', 'Movies']",17741603,5/28/23,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_58,place,123 Example St,Los Angeles,CA,19601,US,,,3051
account_9,1957.4,USD,,"['Technology', 'Electronics']",18325828,7/6/23,Samsung,Samsung,in store,TRUE,transaction_59,place,123 Example St,Houston,IL,80704,US,,,4529
account_0,357.63,USD,,"['Clothing', 'Apparel']",13566679,7/2/23,Under Armour,Under Armour,in store,FALSE,transaction_60,place,123 Example St,San Francisco,IL,19536,US,,,2601
account_1,1616.87,USD,,"['Technology', 'Electronics']",18867934,8/29/23,Sony,Sony,in store,FALSE,transaction_61,place,123 Example St,New York,IL,58480,US,,,3167
account_2,1586.38,USD,,"['Shops', 'Supermarkets and Groceries']",15125968,9/8/23,Walmart,Walmart,in store,FALSE,transaction_62,place,123 Example St,Chicago,CA,25365,US,,,633
account_3,96.28,USD,,"['Clothing', 'Apparel']",16383493,5/3/23,Old Navy,Old Navy,in store,TRUE,transaction_63,place,123 Example St,Houston,IL,23965,US,,,4640
account_4,503.99,USD,,"['Transportation', 'Ride Share']",14805918,3/12/23,Lyft,Lyft,in store,TRUE,transaction_64,place,123 Example St,Houston,TX,42584,US,,,2478
account_5,1902.87,USD,,"['Technology', 'Electronics']",18067110,9/18/23,Apple Store,Apple Store,in store,FALSE,transaction_65,place,123 Example St,San Francisco,TX,55010,US,,,2186
account_6,1488.87,USD,,"['Entertainment', 'Movies']",15599876,9/7/23,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_66,place,123 Example St,New York,IL,91073,US,,,230
account_7,1384.65,USD,,"['Travel', 'Airlines']",17572338,7/16/23,Delta Airlines,Delta Airlines,in store,FALSE,transaction_67,place,123 Example St,Houston,TX,37393,US,,,4078
account_8,74.04,USD,,"['Clothing', 'Apparel']",16815446,11/11/23,Adidas,Adidas,in store,TRUE,transaction_68,place,123 Example St,San Francisco,CA,17967,US,,,781
account_9,795.02,USD,,"['Food and Drink', 'Restaurants']",16849502,7/21/23,McDonald's,McDonald's,in store,TRUE,transaction_69,place,123 Example St,Chicago,CA,62615,US,,,2758
account_0,1043.73,USD,,"['Technology', 'Electronics']",16425878,12/26/23,Sony,Sony,in store,TRUE,transaction_70,place,123 Example St,Houston,CA,46489,US,,,3003
account_1,1607.75,USD,,"['Clothing', 'Apparel']",16046582,12/24/23,Levi's,Levi's,in store,FALSE,transaction_71,place,123 Example St,San Francisco,TX,73232,US,,,2123
account_2,1867.79,USD,,"['Transportation', 'Ride Share']",16419775,12/26/23,Lyft,Lyft,in store,FALSE,transaction_72,place,123 Example St,Chicago,IL,34316,US,,,3223
account_3,1035.79,USD,,"['Travel', 'Airlines']",18945052,7/17/23,American Airlines,American Airlines,in store,FALSE,transaction_73,place,123 Example St,Chicago,CA,53675,US,,,3986
account_4,170.54,USD,,"['Technology', 'Electronics']",14579072,3/15/23,Microsoft Store,Microsoft Store,in store,FALSE,transaction_74,place,123 Example St,Houston,TX,40572,US,,,3885
account_5,1159.83,USD,,"['Shops', 'Supermarkets and Groceries']",17634166,12/29/23,Kroger,Kroger,in store,FALSE,transaction_75,place,123 Example St,Houston,CA,11055,US,,,2722
account_6,799.63,USD,,"['Food and Drink', 'Restaurants']",14510687,11/7/23,McDonald's,McDonald's,in store,FALSE,transaction_76,place,123 Example St,New York,CA,93668,US,,,3334
account_7,231.1,USD,,"['Transportation', 'Ride Share']",13106224,11/24/23,Lyft,Lyft,in store,FALSE,transaction_77,place,123 Example St,Los Angeles,CA,69482,US,,,3584
account_8,562.83,USD,,"['Transportation', 'Ride Share']",18695990,4/18/23,Uber,Uber,in store,FALSE,transaction_78,place,123 Example St,New York,IL,12264,US,,,3433
account_9,117.63,USD,,"['Travel', 'Airlines']",14249144,5/30/23,Southwest Airlines,Southwest Airlines,in store,TRUE,transaction_79,place,123 Example St,Los Angeles,CA,28611,US,,,38
account_0,123.43,USD,,"['Clothing', 'Apparel']",14120495,3/26/23,Nike,Nike,in store,FALSE,transaction_80,place,123 Example St,San Francisco,CA,49310,US,,,4501
account_1,265.26,USD,,"['Shops', 'Supermarkets and Groceries']",15802192,6/3/23,Target,Target,in store,TRUE,transaction_81,place,123 Example St,Chicago,TX,18599,US,,,4327
account_2,149.81,USD,,"['Transportation', 'Ride Share']",14389055,8/29/23,Uber,Uber,in store,TRUE,transaction_82,place,123 Example St,New York,TX,53875,US,,,158
account_3,301.81,USD,,"['Technology', 'Electronics']",16493371,9/24/23,Sony,Sony,in store,FALSE,transaction_83,place,123 Example St,Houston,CA,45045,US,,,1025
account_4,1792.64,USD,,"['Transportation', 'Ride Share']",16765393,2/12/23,Uber,Uber,in store,FALSE,transaction_84,place,123 Example St,Los Angeles,TX,87020,US,,,2196
account_5,1550.92,USD,,"['Technology', 'Electronics']",16499402,7/8/23,Best Buy,Best Buy,in store,TRUE,transaction_85,place,123 Example St,New York,NY,45592,US,,,582
account_6,132.49,USD,,"['Food and Drink', 'Restaurants']",14521483,1/1/24,Subway,Subway,in store,TRUE,transaction_86,place,123 Example St,Houston,TX,22326,US,,,3189
account_7,152.17,USD,,"['Shops', 'Supermarkets and Groceries']",16022966,5/31/23,Whole Foods,Whole Foods,in store,TRUE,transaction_87,place,123 Example St,New York,CA,11585,US,,,1270
account_8,258.12,USD,,"['Transportation', 'Ride Share']",13108664,5/2/23,Lyft,Lyft,in store,TRUE,transaction_88,place,123 Example St,Los Angeles,CA,46955,US,,,598
account_9,787.11,USD,,"['Clothing', 'Apparel']",15933030,10/16/23,Nike,Nike,in store,TRUE,transaction_89,place,123 Example St,San Francisco,NY,53001,US,,,918
account_0,866.04,USD,,"['Clothing', 'Apparel']",18710220,11/6/23,Nike,Nike,in store,FALSE,transaction_90,place,123 Example St,Houston,NY,77963,US,,,1253
account_1,1039.77,USD,,"['Transportation', 'Ride Share']",15356470,11/10/23,Uber,Uber,in store,FALSE,transaction_91,place,123 Example St,Houston,CA,35022,US,,,3724
account_2,415.97,USD,,"['Clothing', 'Apparel']",15988612,6/23/23,Old Navy,Old Navy,in store,TRUE,transaction_92,place,123 Example St,New York,TX,87440,US,,,2258
account_3,1118.46,USD,,"['Transportation', 'Ride Share']",15478619,12/8/23,Uber,Uber,in store,TRUE,transaction_93,place,123 Example St,Houston,TX,27641,US,,,2373
account_4,863.43,USD,,"['Food and Drink', 'Restaurants']",14063729,1/21/24,Starbucks,Starbucks,in store,TRUE,transaction_94,place,123 Example St,Houston,CA,13915,US,,,654
account_5,869.26,USD,,"['Transportation', 'Ride Share']",14472133,9/13/23,Lyft,Lyft,in store,FALSE,transaction_95,place,123 Example St,San Francisco,IL,41069,US,,,4146
account_6,171.3,USD,,"['Travel', 'Airlines']",17901686,11/9/23,United Airlines,United Airlines,in store,FALSE,transaction_96,place,123 Example St,San Francisco,CA,58513,US,,,1129
account_7,1308.98,USD,,"['Transportation', 'Ride Share']",18621710,7/30/23,Lyft,Lyft,in store,TRUE,transaction_97,place,123 Example St,Los Angeles,NY,90562,US,,,1835
account_8,1055.63,USD,,"['Clothing', 'Apparel']",16313875,7/26/23,Old Navy,Old Navy,in store,TRUE,transaction_98,place,123 Example St,Los Angeles,TX,31029,US,,,4754
account_9,1176.21,USD,,"['Clothing', 'Apparel']",17495104,11/24/23,Nike,Nike,in store,TRUE,transaction_99,place,123 Example St,New York,IL,97955,US,,,333
account_0,630.67,USD,,"['Travel', 'Airlines']",15589849,8/12/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_100,place,123 Example St,Chicago,CA,37784,US,,,3000
account_1,1758.16,USD,,"['Clothing', 'Apparel']",17809631,6/26/23,Levi's,Levi's,in store,TRUE,transaction_101,place,123 Example St,San Francisco,IL,52554,US,,,3741
account_2,32.35,USD,,"['Entertainment', 'Movies']",18433203,2/8/24,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_102,place,123 Example St,New York,IL,64479,US,,,3847
account_3,1436.91,USD,,"['Food and Drink', 'Restaurants']",14508448,5/19/23,Chipotle,Chipotle,in store,FALSE,transaction_103,place,123 Example St,New York,TX,64021,US,,,775
account_4,1887.98,USD,,"['Technology', 'Electronics']",15253569,1/28/24,Samsung,Samsung,in store,FALSE,transaction_104,place,123 Example St,Los Angeles,CA,96552,US,,,4375
account_5,668.1,USD,,"['Shops', 'Supermarkets and Groceries']",17720244,10/18/23,Kroger,Kroger,in store,TRUE,transaction_105,place,123 Example St,Houston,IL,89671,US,,,1849
account_6,1736.49,USD,,"['Technology', 'Electronics']",15877465,8/16/23,Apple Store,Apple Store,in store,TRUE,transaction_106,place,123 Example St,Houston,NY,63654,US,,,127
account_7,207.84,USD,,"['Travel', 'Airlines']",18097141,12/24/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_107,place,123 Example St,Chicago,CA,69221,US,,,4171
account_8,472.28,USD,,"['Technology', 'Electronics']",15988761,11/5/23,Microsoft Store,Microsoft Store,in store,FALSE,transaction_108,place,123 Example St,Los Angeles,TX,35346,US,,,1454
account_9,1625.97,USD,,"['Food and Drink', 'Restaurants']",18411872,9/26/23,Starbucks,Starbucks,in store,TRUE,transaction_109,place,123 Example St,Los Angeles,IL,49966,US,,,1704
account_0,1766.66,USD,,"['Clothing', 'Apparel']",16807837,12/30/23,Levi's,Levi's,in store,FALSE,transaction_110,place,123 Example St,San Francisco,IL,69474,US,,,3031
account_1,268.06,USD,,"['Food and Drink', 'Restaurants']",17857956,3/15/23,Dunkin',Dunkin',in store,TRUE,transaction_111,place,123 Example St,Houston,NY,98538,US,,,246
account_2,1499.85,USD,,"['Entertainment', 'Movies']",18514723,1/6/24,Alamo Drafthouse,Alamo Drafthouse,in store,FALSE,transaction_112,place,123 Example St,San Francisco,TX,28981,US,,,996
account_3,1472.99,USD,,"['Transportation', 'Ride Share']",17795043,2/14/23,Lyft,Lyft,in store,FALSE,transaction_113,place,123 Example St,Houston,CA,76159,US,,,166
account_4,993.77,USD,,"['Technology', 'Electronics']",15714191,4/29/23,Microsoft Store,Microsoft Store,in store,TRUE,transaction_114,place,123 Example St,Los Angeles,NY,45997,US,,,4259
account_5,432.37,USD,,"['Entertainment', 'Movies']",16765554,6/9/23,AMC Theaters,AMC Theaters,in store,FALSE,transaction_115,place,123 Example St,Chicago,TX,43333,US,,,3120
account_6,518.64,USD,,"['Entertainment', 'Movies']",13587153,4/4/23,AMC Theaters,AMC Theaters,in store,TRUE,transaction_116,place,123 Example St,Chicago,NY,82116,US,,,1204
account_7,1467.92,USD,,"['Shops', 'Supermarkets and Groceries']",16562670,5/24/23,Walmart,Walmart,in store,TRUE,transaction_117,place,123 Example St,Houston,TX,60291,US,,,1415
account_8,481.49,USD,,"['Entertainment', 'Movies']",16914006,11/4/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_118,place,123 Example St,Chicago,CA,50627,US,,,2790
account_9,1551.12,USD,,"['Food and Drink', 'Restaurants']",18632753,5/30/23,McDonald's,McDonald's,in store,FALSE,transaction_119,place,123 Example St,New York,NY,73976,US,,,4037
account_0,1260.56,USD,,"['Clothing', 'Apparel']",16540178,5/30/23,Levi's,Levi's,in store,TRUE,transaction_120,place,123 Example St,San Francisco,TX,24549,US,,,4188
account_1,876.35,USD,,"['Food and Drink', 'Restaurants']",17221953,10/28/23,Subway,Subway,in store,TRUE,transaction_121,place,123 Example St,San Francisco,NY,53270,US,,,116
account_2,82.17,USD,,"['Travel', 'Airlines']",15395727,8/6/23,American Airlines,American Airlines,in store,TRUE,transaction_122,place,123 Example St,New York,TX,24307,US,,,3414
account_3,1674.69,USD,,"['Transportation', 'Ride Share']",16887118,5/11/23,Uber,Uber,in store,FALSE,transaction_123,place,123 Example St,Chicago,CA,85432,US,,,1052
account_4,50.92,USD,,"['Shops', 'Supermarkets and Groceries']",13499716,3/10/23,Walmart,Walmart,in store,TRUE,transaction_124,place,123 Example St,New York,CA,28115,US,,,1769
account_5,278.28,USD,,"['Clothing', 'Apparel']",14193874,7/20/23,Adidas,Adidas,in store,TRUE,transaction_125,place,123 Example St,Houston,NY,62870,US,,,2400
account_6,1062.82,USD,,"['Shops', 'Supermarkets and Groceries']",17363914,6/9/23,Costco,Costco,in store,FALSE,transaction_126,place,123 Example St,New York,TX,29780,US,,,1561
account_7,528.58,USD,,"['Travel', 'Airlines']",13643515,3/28/23,American Airlines,American Airlines,in store,TRUE,transaction_127,place,123 Example St,New York,NY,72780,US,,,2006
account_8,484.67,USD,,"['Technology', 'Electronics']",17754988,11/25/23,Best Buy,Best Buy,in store,TRUE,transaction_128,place,123 Example St,San Francisco,IL,60784,US,,,4194
account_9,960.7,USD,,"['Entertainment', 'Movies']",13388984,5/3/23,Landmark Theatres,Landmark Theatres,in store,FALSE,transaction_129,place,123 Example St,Houston,NY,50532,US,,,1613
account_0,319.35,USD,,"['Travel', 'Airlines']",16856033,2/4/24,United Airlines,United Airlines,in store,FALSE,transaction_130,place,123 Example St,Los Angeles,NY,32084,US,,,2118
account_1,1614.27,USD,,"['Food and Drink', 'Restaurants']",15295861,4/5/23,Subway,Subway,in store,FALSE,transaction_131,place,123 Example St,Los Angeles,IL,55188,US,,,3381
account_2,906.47,USD,,"['Shops', 'Supermarkets and Groceries']",16963496,3/17/23,Costco,Costco,in store,FALSE,transaction_132,place,123 Example St,Los Angeles,TX,65416,US,,,3937
account_3,1040.47,USD,,"['Travel', 'Airlines']",15820308,8/17/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_133,place,123 Example St,Chicago,TX,66404,US,,,3529
account_4,1791.37,USD,,"['Travel', 'Airlines']",14222310,6/23/23,United Airlines,United Airlines,in store,TRUE,transaction_134,place,123 Example St,New York,CA,35373,US,,,969
account_5,540.95,USD,,"['Clothing', 'Apparel']",17618321,1/23/24,Adidas,Adidas,in store,TRUE,transaction_135,place,123 Example St,New York,IL,70720,US,,,747
account_6,981.58,USD,,"['Food and Drink', 'Restaurants']",13440215,11/4/23,Subway,Subway,in store,TRUE,transaction_136,place,123 Example St,San Francisco,CA,61123,US,,,3633
account_7,1700.91,USD,,"['Transportation', 'Ride Share']",14731733,3/20/23,Lyft,Lyft,in store,FALSE,transaction_137,place,123 Example St,Chicago,IL,56811,US,,,4774
account_8,432.01,USD,,"['Technology', 'Electronics']",13129956,8/20/23,Sony,Sony,in store,FALSE,transaction_138,place,123 Example St,Los Angeles,IL,99253,US,,,4132
account_9,27.91,USD,,"['Shops', 'Supermarkets and Groceries']",13649838,11/12/23,Whole Foods,Whole Foods,in store,TRUE,transaction_139,place,123 Example St,Los Angeles,TX,85401,US,,,1312
account_0,477.87,USD,,"['Shops', 'Supermarkets and Groceries']",16447230,8/11/23,Target,Target,in store,FALSE,transaction_140,place,123 Example St,Los Angeles,NY,24275,US,,,288
account_1,35.42,USD,,"['Entertainment', 'Movies']",17936142,1/15/24,Alamo Drafthouse,Alamo Drafthouse,in store,FALSE,transaction_141,place,123 Example St,Chicago,TX,88905,US,,,3882
account_2,1261.86,USD,,"['Food and Drink', 'Restaurants']",13993772,8/24/23,Chipotle,Chipotle,in store,FALSE,transaction_142,place,123 Example St,Houston,NY,58438,US,,,1105
account_3,303.86,USD,,"['Clothing', 'Apparel']",14261170,10/1/23,Old Navy,Old Navy,in store,TRUE,transaction_143,place,123 Example St,San Francisco,TX,32179,US,,,2701
account_4,872.93,USD,,"['Entertainment', 'Movies']",15109813,9/6/23,Alamo Drafthouse,Alamo Drafthouse,in store,FALSE,transaction_144,place,123 Example St,Chicago,IL,88455,US,,,2899
account_5,1206.68,USD,,"['Food and Drink', 'Restaurants']",14792204,10/12/23,Dunkin',Dunkin',in store,FALSE,transaction_145,place,123 Example St,Houston,TX,21708,US,,,4827
account_6,1644.2,USD,,"['Clothing', 'Apparel']",16574924,10/2/23,Adidas,Adidas,in store,FALSE,transaction_146,place,123 Example St,Houston,TX,32157,US,,,114
account_7,1268.39,USD,,"['Technology', 'Electronics']",16224146,3/10/23,Microsoft Store,Microsoft Store,in store,FALSE,transaction_147,place,123 Example St,San Francisco,TX,54394,US,,,589
account_8,468.29,USD,,"['Shops', 'Supermarkets and Groceries']",14054458,3/8/23,Costco,Costco,in store,TRUE,transaction_148,place,123 Example St,Los Angeles,NY,24284,US,,,4299
account_9,1702.97,USD,,"['Travel', 'Airlines']",16923948,3/20/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_149,place,123 Example St,Los Angeles,NY,83540,US,,,3085
account_0,1093.56,USD,,"['Travel', 'Airlines']",14091643,8/11/23,Delta Airlines,Delta Airlines,in store,FALSE,transaction_150,place,123 Example St,New York,CA,72830,US,,,2319
account_1,1127.87,USD,,"['Shops', 'Supermarkets and Groceries']",18808408,7/27/23,Walmart,Walmart,in store,FALSE,transaction_151,place,123 Example St,New York,NY,90251,US,,,869
